sub_code,hemi,analysis,word_ipsi,word_contra,face_ipsi,face_contra,tool_ipsi,tool_contra,space_ipsi,space_contra
KN,Right,Decoding,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
KT,Right,Decoding,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
EB,Right,Decoding,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
XC,Left,Decoding,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
BI,Left,Decoding,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
BN,Left,Decoding,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
FO,Right,Decoding,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
SI,Left,Decoding,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
